datetime,x,y,z
2024-05-12 14:47:26,22563.26,-1586.83,43619.49
2024-05-12 14:47:27,22563.31,-1586.90,43619.46
2024-05-12 14:47:28,22563.35,-1586.98,43619.49
2024-05-12 14:47:29,22563.44,-1587.06,43619.46
2024-05-12 14:47:30,22563.54,-1587.12,43619.47
2024-05-12 14:47:31,22563.60,-1587.19,43619.52
2024-05-12 14:47:32,22563.69,-1587.26,43619.53
2024-05-12 14:47:33,22563.73,-1587.32,43619.54
2024-05-12 14:47:34,22563.83,-1587.39,43619.56
2024-05-12 14:47:35,22563.91,-1587.44,43619.55
2024-05-12 14:47:36,22563.94,-1587.51,43619.61
2024-05-12 14:47:37,22564.00,-1587.54,43619.63
2024-05-12 14:47:38,22564.04,-1587.58,43619.69
2024-05-12 14:47:39,22564.06,-1587.60,43619.70
2024-05-12 14:47:40,22564.11,-1587.62,43619.72
2024-05-12 14:47:41,22564.15,-1587.63,43619.78
2024-05-12 14:47:42,22564.19,-1587.63,43619.82
2024-05-12 14:47:43,22564.19,-1587.63,43619.83
2024-05-12 14:47:44,22564.18,-1587.64,43619.87
2024-05-12 14:47:45,22564.23,-1587.66,43619.88
2024-05-12 14:47:46,22564.28,-1587.64,43619.91
2024-05-12 14:47:47,22564.35,-1587.68,43619.93
2024-05-12 14:47:48,22564.44,-1587.70,43619.92
2024-05-12 14:47:49,22564.50,-1587.71,43619.95
2024-05-12 14:47:50,22564.55,-1587.73,43619.97
2024-05-12 14:47:51,22564.65,-1587.75,43619.98
2024-05-12 14:47:52,22564.72,-1587.75,43620.03
2024-05-12 14:47:53,22564.76,-1587.74,43620.06
2024-05-12 14:47:54,22564.80,-1587.73,43620.10
2024-05-12 14:47:55,22564.82,-1587.72,43620.13
2024-05-12 14:47:56,22564.83,-1587.70,43620.18
2024-05-12 14:47:57,22564.84,-1587.68,43620.22
2024-05-12 14:47:58,22564.81,-1587.65,43620.26
2024-05-12 14:47:59,22564.79,-1587.61,43620.28
2024-05-12 14:48:00,22564.79,-1587.60,43620.34
2024-05-12 14:48:01,22564.74,-1587.57,43620.35
2024-05-12 14:48:02,22564.70,-1587.56,43620.35
2024-05-12 14:48:03,22564.67,-1587.54,43620.36
2024-05-12 14:48:04,22564.63,-1587.53,43620.38
2024-05-12 14:48:05,22564.59,-1587.51,43620.40
2024-05-12 14:48:06,22564.57,-1587.50,43620.37
2024-05-12 14:48:07,22564.56,-1587.47,43620.44
2024-05-12 14:48:08,22564.51,-1587.44,43620.47
2024-05-12 14:48:09,22564.51,-1587.41,43620.49
2024-05-12 14:48:10,22564.49,-1587.37,43620.53
