:Product:20151201_Fujian_Huangmeishan_220kV_GIC.txt
:Export:2016/08/06 231751  LocalTime
# Prepared by the NCEPU 
# 
# Units GIC_DATA = A
# The positive and negative features of current data represent current direction
#
#       Real-Time GIC Data
#       福建省宁德市寿宁县黄眉山 N27.3675E119.5335
# 

# UT Date           Time
# YR  MO   DA       HHMMSS            GIC_DATA
#-------------------------------------------------------------------------------------------
2015  12  14       112500      0.025819
2015  12  14       112600      0.042666
2015  12  14       112700      0.060926
2015  12  14       112800      0.0634
2015  12  14       112900      0.057558
2015  12  14       113000      0.017485
2015  12  14       113100      0.053139
2015  12  14       113200      0.06964
2015  12  14       113300      0.087864
2015  12  14       113400      0.048535
2015  12  14       113500      0.051262
2015  12  14       113600      0.041551
2015  12  14       113700      0.070577
2015  12  14       113800      0.053181
2015  12  14       113900      0.047945
2015  12  14       114000      0.050384
2015  12  14       114100      0.054071
2015  12  14       114200      0.041964
2015  12  14       114300      0.028969
2015  12  14       114400      0.0031044
2015  12  14       114500      0.018646
2015  12  14       114600      0.024695
2015  12  14       114700      0.04543
2015  12  14       114800      0.021125
2015  12  14       114900      0.041359
2015  12  14       115000      0.0017658
2015  12  14       115100      0.034663
2015  12  14       115200      -0.00093521
2015  12  14       115300      0.015666
2015  12  14       115400      0.018732
2015  12  14       115500      0.032285
2015  12  14       115600      -0.0032818
2015  12  14       115700      0.015508
2015  12  14       115800      -0.0033137
2015  12  14       115900      0.012757
2015  12  14       120000      -0.0032894
2015  12  14       120100      0.039875
2015  12  14       120200      0.037815
2015  12  14       120300      0.065482
2015  12  14       120400      0.059911
2015  12  14       120500      0.087595
2015  12  14       120600      0.10159
2015  12  14       120700      0.12074
2015  12  14       120800      0.071833
2015  12  14       120900      0.074706
2015  12  14       121000      0.098888
2015  12  14       121100      0.14597
2015  12  14       121200      0.13926
2015  12  14       121300      0.15602
2015  12  14       121400      0.15365
2015  12  14       121500      0.15171
2015  12  14       121600      0.10498
2015  12  14       121700      0.10655
2015  12  14       121800      0.048149
2015  12  14       121900      0.037848
2015  12  14       122000      0.032801
2015  12  14       122100      0.054229
2015  12  14       122200      0.046516
2015  12  14       122300      0.039716
2015  12  14       122400      0.026465
2015  12  14       122500      0.035239
2015  12  14       122600      0.016267
2015  12  14       122700      0.023997
2015  12  14       122800      0.01553
2015  12  14       122900      0.035858
2015  12  14       123000      0.00061345
2015  12  14       123100      0.0064119
2015  12  14       123200      -0.030829
2015  12  14       123300      -0.016172
2015  12  14       123400      -0.054095
2015  12  14       123500      -0.021282
2015  12  14       123600      -0.050963
2015  12  14       123700      -0.0070531
2015  12  14       123800      -0.016415
2015  12  14       123900      -0.0044896
2015  12  14       124000      0.004096
2015  12  14       124100      0.012013
2015  12  14       124200      -0.00047558
2015  12  14       124300      0.026392
2015  12  14       124400      -0.010368
2015  12  14       124500      0.02235
2015  12  14       124600      0.015824
2015  12  14       124700      0.02889
2015  12  14       124800      0.034031
2015  12  14       124900      0.058983
2015  12  14       125000      0.044237
2015  12  14       125100      0.076256
2015  12  14       125200      0.034462
2015  12  14       125300      0.039145
2015  12  14       125400      -0.010006
2015  12  14       125500      0.0082457
2015  12  14       125600      0.038978
2015  12  14       125700      0.068512
2015  12  14       125800      0.075903
2015  12  14       125900      0.093039
2015  12  14       130000      0.07929
2015  12  14       130100      0.10907
2015  12  14       130200      0.08238
2015  12  14       130300      0.084448
2015  12  14       130400      0.040802
2015  12  14       130500      0.030061
2015  12  14       130600      0.02373
2015  12  14       130700      -0.024618
2015  12  14       130800      -0.038273
2015  12  14       130900      -0.052043
2015  12  14       131000      -0.085278
2015  12  14       131100      -0.092953
2015  12  14       131200      -0.11409
2015  12  14       131300      -0.091688
2015  12  14       131400      -0.10865
2015  12  14       131500      -0.049757
2015  12  14       131600      -0.041669
2015  12  14       131700      0.025255
2015  12  14       131800      0.03271
2015  12  14       131900      0.071034
2015  12  14       132000      0.076343
2015  12  14       132100      0.21281
2015  12  14       132200      0.46556
2015  12  14       132300      0.68492
2015  12  14       132400      0.79378
2015  12  14       132500      0.81244
2015  12  14       132600      0.69017
2015  12  14       132700      0.56194
2015  12  14       132800      0.45823
2015  12  14       132900      0.37654
2015  12  14       133000      0.29569
2015  12  14       133100      0.20317
2015  12  14       133200      0.15453
2015  12  14       133300      0.14749
2015  12  14       133400      0.10036
2015  12  14       133500      0.078826
2015  12  14       133600      0.025909
2015  12  14       133700      -0.043939
2015  12  14       133800      -0.088557
2015  12  14       133900      -0.11277
2015  12  14       134000      -0.16348
2015  12  14       134100      -0.17663
2015  12  14       134200      -0.20432
2015  12  14       134300      -0.21495
2015  12  14       134400      -0.25768
2015  12  14       134500      -0.26443
2015  12  14       134600      -0.25539
2015  12  14       134700      -0.21896
2015  12  14       134800      -0.21716
2015  12  14       134900      -0.20996
2015  12  14       135000      -0.18522
2015  12  14       135100      -0.13847
2015  12  14       135200      -0.1723
2015  12  14       135300      -0.15756
